585;36;Mexallon;1282;1
585;37;Isogen;90;1
585;38;Nocxium;90;1
585;35;Pyerite;3582;1
585;34;Tritanium;17146;1
585;40;Megacyte;2;1
586;40;Megacyte;3;1
586;39;Zydrine;15;1
586;34;Tritanium;5766;1
586;35;Pyerite;6752;1
586;37;Isogen;1;1
586;38;Nocxium;39;1
586;36;Mexallon;1128;1
589;36;Mexallon;1370;1
589;37;Isogen;298;1
589;35;Pyerite;1490;1
589;34;Tritanium;17248;1
589;38;Nocxium;60;1
589;39;Zydrine;5;1
591;39;Zydrine;10;1
591;38;Nocxium;40;1
591;34;Tritanium;17771;1
591;35;Pyerite;1982;1
591;37;Isogen;198;1
591;36;Mexallon;3444;1
592;36;Mexallon;2897;1
592;37;Isogen;246;1
592;35;Pyerite;3986;1
592;34;Tritanium;14270;1
592;38;Nocxium;28;1
592;39;Zydrine;3;1
598;40;Megacyte;1;1
598;34;Tritanium;562;1
598;35;Pyerite;23;1
598;37;Isogen;86;1
598;38;Nocxium;2;1
598;36;Mexallon;65;1
599;36;Mexallon;3538;1
599;38;Nocxium;20;1
599;37;Isogen;149;1
599;35;Pyerite;2717;1
599;34;Tritanium;13338;1
599;40;Megacyte;1;1
599;39;Zydrine;3;1
602;39;Zydrine;9;1
602;34;Tritanium;1148;1
602;35;Pyerite;5000;1
602;37;Isogen;139;1
602;38;Nocxium;49;1
602;36;Mexallon;21;1
605;36;Mexallon;1259;1
605;38;Nocxium;44;1
605;37;Isogen;376;1
605;35;Pyerite;5847;1
605;34;Tritanium;4515;1
605;39;Zydrine;7;1
605;40;Megacyte;4;1
607;40;Megacyte;2;1
607;39;Zydrine;19;1
607;34;Tritanium;8371;1
607;35;Pyerite;4078;1
607;37;Isogen;249;1
607;38;Nocxium;45;1
607;36;Mexallon;1005;1
608;36;Mexallon;1449;1
608;38;Nocxium;50;1
608;37;Isogen;242;1
608;35;Pyerite;2891;1
608;34;Tritanium;16663;1
608;39;Zydrine;4;1
609;34;Tritanium;252;1
609;35;Pyerite;901;1
609;37;Isogen;42;1
609;38;Nocxium;2;1
609;36;Mexallon;169;1
620;37;Isogen;4700;1
620;38;Nocxium;560;1
620;36;Mexallon;15163;1
620;35;Pyerite;65394;1
620;34;Tritanium;285564;1
620;40;Megacyte;30;1
620;39;Zydrine;208;1
621;39;Zydrine;354;1
621;40;Megacyte;174;1
621;34;Tritanium;182512;1
621;35;Pyerite;32796;1
621;36;Mexallon;7691;1
621;38;Nocxium;1724;1
621;37;Isogen;4116;1
622;36;Mexallon;10168;1
622;37;Isogen;3950;1
622;38;Nocxium;1220;1
622;35;Pyerite;92797;1
622;34;Tritanium;152516;1
622;39;Zydrine;291;1
622;40;Megacyte;49;1
623;40;Megacyte;15;1
623;39;Zydrine;29;1
623;35;Pyerite;1190;1
623;38;Nocxium;252;1
623;37;Isogen;182;1
623;36;Mexallon;84;1
625;36;Mexallon;15097;1
625;37;Isogen;4429;1
625;38;Nocxium;454;1
625;35;Pyerite;52394;1
625;34;Tritanium;315154;1
625;39;Zydrine;159;1
625;40;Megacyte;17;1
626;40;Megacyte;107;1
626;39;Zydrine;329;1
626;34;Tritanium;252266;1
626;35;Pyerite;42798;1
626;38;Nocxium;1324;1
626;37;Isogen;3751;1
626;36;Mexallon;10821;1
627;36;Mexallon;876;1
627;37;Isogen;1230;1
627;38;Nocxium;665;1
628;38;Nocxium;999;1
628;37;Isogen;3816;1
628;36;Mexallon;18764;1
628;35;Pyerite;28156;1
628;34;Tritanium;154210;1
628;39;Zydrine;271;1
628;40;Megacyte;45;1
629;40;Megacyte;18;1
629;39;Zydrine;16;1
629;34;Tritanium;99516;1
629;35;Pyerite;37226;1
629;36;Mexallon;5757;1
629;37;Isogen;2147;1
629;38;Nocxium;553;1
630;38;Nocxium;983;1
630;37;Isogen;3845;1
630;36;Mexallon;20252;1
630;35;Pyerite;29157;1
630;34;Tritanium;144202;1
630;39;Zydrine;227;1
630;40;Megacyte;27;1
631;40;Megacyte;26;1
631;39;Zydrine;181;1
631;34;Tritanium;275162;1
631;35;Pyerite;74394;1
631;36;Mexallon;16866;1
631;37;Isogen;4395;1
631;38;Nocxium;256;1
632;38;Nocxium;1198;1
632;37;Isogen;4387;1
632;36;Mexallon;17766;1
632;35;Pyerite;24155;1
632;34;Tritanium;124202;1
632;39;Zydrine;321;1
632;40;Megacyte;97;1
633;40;Megacyte;42;1
633;39;Zydrine;260;1
633;34;Tritanium;134202;1
633;35;Pyerite;25154;1
633;36;Mexallon;21021;1
633;37;Isogen;4957;1
633;38;Nocxium;896;1
634;38;Nocxium;155;1
634;37;Isogen;4611;1
634;36;Mexallon;13842;1
634;35;Pyerite;69395;1
634;34;Tritanium;305154;1
634;39;Zydrine;167;1
634;40;Megacyte;42;1
638;40;Megacyte;576;1
638;39;Zydrine;1830;1
638;34;Tritanium;1970168;1
638;36;Mexallon;123325;1
638;35;Pyerite;492598;1
638;37;Isogen;30801;1
638;38;Nocxium;7685;1
639;37;Isogen;29982;1
639;38;Nocxium;7472;1
639;36;Mexallon;120257;1
639;35;Pyerite;479407;1
639;34;Tritanium;1916848;1
639;39;Zydrine;1756;1
639;40;Megacyte;503;1
640;40;Megacyte;1333;1
640;39;Zydrine;3208;1
640;34;Tritanium;4259868;1
640;35;Pyerite;905190;1
640;36;Mexallon;242770;1
640;38;Nocxium;14397;1
640;37;Isogen;66480;1
641;37;Isogen;29974;1
641;38;Nocxium;7483;1
641;36;Mexallon;120070;1
641;35;Pyerite;529406;1
641;34;Tritanium;1916860;1
641;39;Zydrine;1770;1
641;40;Megacyte;537;1
642;40;Megacyte;197;1
642;39;Zydrine;1852;1
642;34;Tritanium;1970164;1
642;35;Pyerite;492597;1
642;36;Mexallon;123326;1
642;37;Isogen;30806;1
642;38;Nocxium;7698;1
643;38;Nocxium;25714;1
643;37;Isogen;103125;1
643;36;Mexallon;414828;1
643;35;Pyerite;1646104;1
643;34;Tritanium;6580260;1
643;39;Zydrine;6028;1
643;40;Megacyte;2805;1
644;40;Megacyte;438;1
644;39;Zydrine;3532;1
644;34;Tritanium;4131160;1
644;35;Pyerite;1232906;1
644;36;Mexallon;240030;1
644;37;Isogen;67865;1
644;38;Nocxium;11195;1
645;38;Nocxium;23830;1
645;37;Isogen;95691;1
645;36;Mexallon;384595;1
645;35;Pyerite;1527706;1
645;34;Tritanium;6107160;1
645;39;Zydrine;5446;1
645;40;Megacyte;1993;1
648;40;Megacyte;5;1
648;39;Zydrine;5;1
648;34;Tritanium;39389;1
648;35;Pyerite;4859;1
648;36;Mexallon;3495;1
648;38;Nocxium;69;1
648;37;Isogen;19;1
649;37;Isogen;408;1
649;38;Nocxium;4;1
649;36;Mexallon;38;1
649;35;Pyerite;8;1
649;34;Tritanium;138;1
649;39;Zydrine;3;1
650;39;Zydrine;9;1
650;40;Megacyte;6;1
650;34;Tritanium;27476;1
650;35;Pyerite;6573;1
650;36;Mexallon;2765;1
650;38;Nocxium;103;1
650;37;Isogen;3;1
651;37;Isogen;13;1
651;38;Nocxium;16;1
651;36;Mexallon;35;1
651;35;Pyerite;829;1
651;34;Tritanium;48106;1
651;40;Megacyte;9;1
651;39;Zydrine;2;1
652;34;Tritanium;350;1
652;35;Pyerite;133;1
652;36;Mexallon;95;1
652;38;Nocxium;9;1
652;37;Isogen;8;1
653;37;Isogen;282;1
653;38;Nocxium;1;1
653;36;Mexallon;1308;1
653;35;Pyerite;2882;1
653;34;Tritanium;53478;1
653;39;Zydrine;8;1
653;40;Megacyte;5;1
654;40;Megacyte;8;1
654;39;Zydrine;14;1
654;34;Tritanium;39362;1
654;35;Pyerite;7691;1
654;36;Mexallon;2077;1
654;38;Nocxium;42;1
654;37;Isogen;249;1
655;37;Isogen;105;1
655;38;Nocxium;21;1
655;36;Mexallon;1002;1
655;35;Pyerite;2866;1
655;34;Tritanium;33765;1
655;39;Zydrine;7;1
656;39;Zydrine;1;1
656;34;Tritanium;19928;1
656;35;Pyerite;280;1
656;36;Mexallon;161;1
656;38;Nocxium;1;1
656;37;Isogen;2;1
657;36;Mexallon;12;1
1183;523;Small Armor Repairer I;1;1
1183;9848;Robotics;2;1
1183;11475;R.A.M.- Armor/Hull Tech;1;0,05
1183;11539;Nanoelectrical Microprocessor;1;1
1190;11539;Nanoelectrical Microprocessor;3;1
1190;11554;Tesseract Capacitor Unit;5;1
1190;11482;R.A.M.- Energy Tech;1;0,3
1190;9838;Superconductors;10;1
1190;529;Small Remote Capacitor Transmitter I;1;1
1198;1197;EM Plating I;1;1
1198;11475;R.A.M.- Armor/Hull Tech;1;0,075
1198;11543;Tungsten Carbide Armor Plate;1;1
1198;11544;Titanium Diborite Armor Plate;1;1
1198;11545;Crystalline Carbonide Armor Plate;2;1
1236;11530;Plasma Thruster;3;1
1236;11475;R.A.M.- Armor/Hull Tech;1;0,15
1236;3689;Mechanical Parts;2;1
1236;1244;Overdrive Injector System I;1;1
1248;1246;Capacitor Flux Coil I;1;1
1248;9838;Superconductors;3;1
1248;11482;R.A.M.- Energy Tech;1;0,1
1248;11539;Nanoelectrical Microprocessor;1;1
1248;11554;Tesseract Capacitor Unit;3;1
1256;11554;Tesseract Capacitor Unit;3;1
1256;11539;Nanoelectrical Microprocessor;1;1
1256;11482;R.A.M.- Energy Tech;1;0,1
1256;9838;Superconductors;3;1
1256;1254;Shield Flux Coil I;1;1
1266;1264;Explosive Plating I;1;1
1266;11475;R.A.M.- Armor/Hull Tech;1;0,075
1266;11543;Tungsten Carbide Armor Plate;2;1
1266;11542;Fernite Carbide Composite Armor Plate;2;1
1276;11543;Tungsten Carbide Armor Plate;2;1
1276;11544;Titanium Diborite Armor Plate;2;1
1276;11475;R.A.M.- Armor/Hull Tech;1;0,075
1276;1274;Layered Plating I;1;1
1286;1284;Kinetic Plating I;1;1
1286;11475;R.A.M.- Armor/Hull Tech;1;0,004
1286;11544;Titanium Diborite Armor Plate;2;1
1286;11545;Crystalline Carbonide Armor Plate;1;1
1286;11542;Fernite Carbide Composite Armor Plate;1;1
1296;11542;Fernite Carbide Composite Armor Plate;2;1
1296;11545;Crystalline Carbonide Armor Plate;2;1
1296;11475;R.A.M.- Armor/Hull Tech;1;0,075
1296;1294;Thermic Plating I;1;1
1306;1304;Adaptive Nano Plating I;1;1
1306;11475;R.A.M.- Armor/Hull Tech;1;0,075
1306;11545;Crystalline Carbonide Armor Plate;1;1
1306;11544;Titanium Diborite Armor Plate;1;1
1306;11542;Fernite Carbide Composite Armor Plate;1;1
1306;11543;Tungsten Carbide Armor Plate;1;1
1319;11545;Crystalline Carbonide Armor Plate;1;1
1319;11538;Nanomechanical Microprocessor;1;1
1319;11475;R.A.M.- Armor/Hull Tech;1;0,2
1319;3828;Construction Blocks;5;1
1319;1317;Expanded Cargohold I;1;1
1335;1333;Reinforced Bulkheads I;1;1
1335;3828;Construction Blocks;5;1
1335;11475;R.A.M.- Armor/Hull Tech;1;0,15
1355;11482;R.A.M.- Energy Tech;1;0,15
1355;9838;Superconductors;2;1
1355;1353;Reactor Control Unit I;1;1
1355;11539;Nanoelectrical Microprocessor;3;1
1355;11554;Tesseract Capacitor Unit;2;1
1405;11530;Plasma Thruster;2;1
1405;1403;Inertia Stabilizers I;1;1
1405;3689;Mechanical Parts;3;1
1405;11475;R.A.M.- Armor/Hull Tech;1;0,15
1422;11482;R.A.M.- Energy Tech;1;0,1
1422;9838;Superconductors;5;1
1422;2331;Shield Power Relay I;1;1
1422;11539;Nanoelectrical Microprocessor;1;1
1422;11554;Tesseract Capacitor Unit;1;1
1436;11551;Electrolytic Capacitor Unit;1;1
1436;11540;Quantum Microprocessor;1;1
1436;11536;Ladar Sensor Cluster;2;1
1436;11483;R.A.M.- Electronics;1;0,2
1436;1182;Auto Targeting System I;1;1
1436;9840;Transmitter;3;1
1436;9842;Miniature Electronics;7;1
1447;9838;Superconductors;5;1
1447;1445;Capacitor Power Relay I;1;1
1447;11482;R.A.M.- Energy Tech;1;0,1
1447;11539;Nanoelectrical Microprocessor;1;1
1447;11554;Tesseract Capacitor Unit;1;1
1541;11554;Tesseract Capacitor Unit;1;1
1541;11539;Nanoelectrical Microprocessor;5;1
1541;11482;R.A.M.- Energy Tech;1;0,1
1541;1539;Power Diagnostic System I;1;1
1541;9838;Superconductors;1;1
1549;1547;Small Proton Smartbomb I;1;1
1549;11482;R.A.M.- Energy Tech;1;0,1
1549;11692;Nuclear Pulse Generator;4;1
1553;11693;Graviton Pulse Generator;4;1
1553;11482;R.A.M.- Energy Tech;1;0,1
1553;1551;Small Graviton Smartbomb I;1;1
1559;1557;Small Plasma Smartbomb I;1;1
1559;11482;R.A.M.- Energy Tech;1;0,1
1559;11695;Plasma Pulse Generator;4;1
1565;11694;EM Pulse Generator;4;1
1565;11482;R.A.M.- Energy Tech;1;0,1
1565;1563;Small EMP Smartbomb I;1;1
1855;443;Ship Scanner I;1;1
1855;9840;Transmitter;2;1
1855;9842;Miniature Electronics;3;1
1855;11483;R.A.M.- Electronics;1;0,05
1855;11539;Nanoelectrical Microprocessor;3;1
1877;11540;Quantum Microprocessor;3;1
1877;11486;R.A.M.- Weapon Tech;1;0,1
1877;9848;Robotics;2;1
1877;1875;Rapid Light Missile Launcher I;1;1
1944;40;Megacyte;7;1
1944;39;Zydrine;3;1
1944;36;Mexallon;1270;1
1944;38;Nocxium;2;1
1944;35;Pyerite;7700;1
1944;34;Tritanium;39689;1
1952;1973;Sensor Booster I;1;1
1952;9842;Miniature Electronics;7;1
1952;9840;Transmitter;3;1
1952;11483;R.A.M.- Electronics;1;0,2
1952;11534;Gravimetric Sensor Cluster;4;1
1952;11540;Quantum Microprocessor;3;1
1960;11541;Photon Microprocessor;5;1
1960;11540;Quantum Microprocessor;5;1
1960;11538;Nanomechanical Microprocessor;5;1
1960;11483;R.A.M.- Electronics;1;0,55
1960;9842;Miniature Electronics;10;1
1960;9840;Transmitter;30;1
1960;11399;Morphite;5;1
1960;1959;ECCM Projector I;1;1
1964;1963;Remote Sensor Booster I;1;1
1964;9842;Miniature Electronics;6;1
1964;9840;Transmitter;5;1
1964;11483;R.A.M.- Electronics;1;0,35
1964;11534;Gravimetric Sensor Cluster;5;1
1964;11540;Quantum Microprocessor;3;1
1969;11540;Quantum Microprocessor;3;1
1969;11534;Gravimetric Sensor Cluster;6;1
1969;11483;R.A.M.- Electronics;1;0,35
1969;9840;Transmitter;5;1
1969;9842;Miniature Electronics;9;1
1969;1968;Remote Sensor Dampener I;1;1
1978;1977;Tracking Computer I;1;1
1978;9842;Miniature Electronics;6;1
1978;11399;Morphite;5;1
1978;3689;Mechanical Parts;1;1
1978;11483;R.A.M.- Electronics;1;0,3
1978;11538;Nanomechanical Microprocessor;8;1
1987;11540;Quantum Microprocessor;3;1
1987;11534;Gravimetric Sensor Cluster;5;1
1987;11483;R.A.M.- Electronics;1;0,1
1987;9842;Miniature Electronics;5;1
1987;9840;Transmitter;2;1
1987;1986;Signal Amplifier I;1;1
1999;1998;Tracking Enhancer I;1;1
1999;9842;Miniature Electronics;2;1
1999;11399;Morphite;3;1
1999;3689;Mechanical Parts;5;1
1999;11483;R.A.M.- Electronics;1;0,15
1999;11538;Nanomechanical Microprocessor;5;1
2006;39;Zydrine;314;1
2006;40;Megacyte;115;1
2006;34;Tritanium;202522;1
2006;35;Pyerite;42796;1
2006;38;Nocxium;1324;1
2006;36;Mexallon;8434;1
2006;37;Isogen;4250;1
2024;577;Medium Capacitor Booster I;1;1
2024;9838;Superconductors;8;1
2024;11482;R.A.M.- Energy Tech;1;0,2
2024;11539;Nanoelectrical Microprocessor;3;1
2024;11554;Tesseract Capacitor Unit;4;1
2032;11554;Tesseract Capacitor Unit;1;1
2032;11539;Nanoelectrical Microprocessor;1;1
2032;11482;R.A.M.- Energy Tech;1;0,05
2032;9838;Superconductors;3;1
2032;1195;Cap Recharger I;1;1
2038;442;Cargo Scanner I;1;1
2038;9840;Transmitter;2;1
2038;9842;Miniature Electronics;3;1
2038;11539;Nanoelectrical Microprocessor;3;1
2038;11483;R.A.M.- Electronics;1;0,05
2048;11540;Quantum Microprocessor;1;1
2048;11553;Oscillator Capacitor Unit;1;1
2048;11542;Fernite Carbide Composite Armor Plate;1;1
2048;11695;Plasma Pulse Generator;1;1
2048;11475;R.A.M.- Armor/Hull Tech;1;0,2
2048;3828;Construction Blocks;2;1
2048;3689;Mechanical Parts;3;1
2048;2046;Damage Control I;1;1
2103;37;Isogen;1;1
2103;36;Mexallon;1;1
2103;35;Pyerite;570;1
2103;34;Tritanium;687;1
2104;2103;Remote Tracking Computer I;1;1
2104;9840;Transmitter;5;1
2104;9842;Miniature Electronics;6;1
2104;11538;Nanomechanical Microprocessor;3;1
2104;11536;Ladar Sensor Cluster;5;1
2104;11483;R.A.M.- Electronics;1;0,3
2109;11483;R.A.M.- Electronics;1;0,3
2109;11535;Magnetometric Sensor Cluster;4;1
2109;11541;Photon Microprocessor;3;1
2109;9842;Miniature Electronics;9;1
2109;9840;Transmitter;5;1
2109;2108;Tracking Disruptor I;1;1
2117;580;ECM Burst I;1;1
2117;9840;Transmitter;5;1
2117;9842;Miniature Electronics;6;1
2117;11541;Photon Microprocessor;3;1
2117;11536;Ladar Sensor Cluster;2;1
2117;11535;Magnetometric Sensor Cluster;2;1
2117;11537;Radar Sensor Cluster;2;1
2117;11534;Gravimetric Sensor Cluster;2;1
2117;11483;R.A.M.- Electronics;1;0,4
2161;40;Megacyte;2;1
2161;39;Zydrine;8;1
2161;34;Tritanium;400;1
2161;35;Pyerite;1142;1
2161;36;Mexallon;630;1
2161;37;Isogen;250;1
2161;38;Nocxium;73;1
2175;2173;Infiltrator I;1;1
2175;9848;Robotics;2;1
2175;11481;R.A.M.- Robotics;1;0,075
2175;9834;Guidance Systems;2;1
2175;11689;Laser Focusing Crystals;1;1
2185;11688;Particle Accelerator Unit;1;1
2185;9834;Guidance Systems;2;1
2185;11481;R.A.M.- Robotics;1;0,075
2185;9848;Robotics;2;1
2185;2183;Hammerhead I;1;1
2195;2193;Praetor I;1;1
2195;9848;Robotics;4;1
2195;11481;R.A.M.- Robotics;1;0,1
2195;9834;Guidance Systems;4;1
2195;11689;Laser Focusing Crystals;2;1
2205;11689;Laser Focusing Crystals;1;1
2205;9834;Guidance Systems;1;1
2205;11481;R.A.M.- Robotics;1;0,05
2205;9848;Robotics;1;1
2205;2203;Acolyte I;1;1
2258;2005;ECCM - Omni I;1;1
2258;9842;Miniature Electronics;9;1
2258;11483;R.A.M.- Electronics;1;0,25
2258;11534;Gravimetric Sensor Cluster;1;1
2258;11537;Radar Sensor Cluster;1;1
2258;11536;Ladar Sensor Cluster;1;1
2258;11535;Magnetometric Sensor Cluster;1;1
2258;11541;Photon Microprocessor;3;1
2259;11540;Quantum Microprocessor;3;1
2259;11534;Gravimetric Sensor Cluster;4;1
2259;11483;R.A.M.- Electronics;1;0,3
2259;9842;Miniature Electronics;6;1
2259;2004;ECCM - Gravimetric I;1;1
2260;2002;ECCM - Ladar I;1;1
2260;9842;Miniature Electronics;6;1
2260;11483;R.A.M.- Electronics;1;0,25
2260;11536;Ladar Sensor Cluster;4;1
2260;11538;Nanomechanical Microprocessor;3;1
2261;11535;Magnetometric Sensor Cluster;4;1
2261;11541;Photon Microprocessor;3;1
2261;11483;R.A.M.- Electronics;1;0,25
2261;9842;Miniature Electronics;6;1
2261;2003;ECCM - Magnetometric I;1;1
2262;1947;ECCM - Radar I;1;1
2262;9842;Miniature Electronics;6;1
2262;11483;R.A.M.- Electronics;1;0,25
2262;11537;Radar Sensor Cluster;4;1
2262;11539;Nanoelectrical Microprocessor;3;1
2281;11556;Pulse Shield Emitter;5;1
2281;11558;Sustained Shield Emitter;5;1
2281;11557;Linear Shield Emitter;5;1
2281;11484;R.A.M.- Shield Tech;1;0,6
2281;11555;Deflection Shield Emitter;5;1
2281;9838;Superconductors;10;1
2281;578;Adaptive Invulnerability Field I;1;1
2297;2289;Explosive Deflection Field I;1;1
2297;9838;Superconductors;6;1
2297;11555;Deflection Shield Emitter;16;1
2297;11484;R.A.M.- Shield Tech;1;0,4
2299;11484;R.A.M.- Shield Tech;1;0,4
2299;11558;Sustained Shield Emitter;16;1
2299;9838;Superconductors;6;1
2299;2291;Kinetic Deflection Field I;1;1
2301;2293;EM Ward Field I;1;1
2301;9838;Superconductors;6;1
2301;11557;Linear Shield Emitter;16;1
2301;11484;R.A.M.- Shield Tech;1;0,4
2303;11484;R.A.M.- Shield Tech;1;0,4
2303;11556;Pulse Shield Emitter;16;1
2303;9838;Superconductors;6;1
2303;2295;Thermic Dissipation Field I;1;1
2333;444;Survey Scanner I;1;1
2333;9840;Transmitter;2;1
2333;9842;Miniature Electronics;3;1
2333;11539;Nanoelectrical Microprocessor;3;1
2333;11483;R.A.M.- Electronics;1;0,05
2341;11483;R.A.M.- Electronics;1;0,05
2341;11538;Nanomechanical Microprocessor;3;1
2341;11536;Ladar Sensor Cluster;1;1
2341;9842;Miniature Electronics;4;1
2341;9840;Transmitter;5;1
2341;581;Passive Targeter I;1;1
2355;524;Small Hull Repairer I;1;1
2355;9848;Robotics;2;1
2355;11475;R.A.M.- Armor/Hull Tech;1;0,1
2355;11538;Nanomechanical Microprocessor;1;1
2364;11539;Nanoelectrical Microprocessor;5;1
2364;11483;R.A.M.- Electronics;1;0,15
2364;11399;Morphite;3;1
2364;9842;Miniature Electronics;2;1
2364;3689;Mechanical Parts;5;1
2364;2363;Heat Sink I;1;1
2404;499;Light Missile Launcher I;1;1
2404;9848;Robotics;2;1
2404;11540;Quantum Microprocessor;4;1
2404;11486;R.A.M.- Weapon Tech;1;0,15
2410;11486;R.A.M.- Weapon Tech;1;0,25
2410;11540;Quantum Microprocessor;2;1
2410;9848;Robotics;4;1
2410;501;Heavy Missile Launcher I;1;1
2420;503;Torpedo Launcher I;1;1
2420;9848;Robotics;16;1
2420;11540;Quantum Microprocessor;16;1
2420;11486;R.A.M.- Weapon Tech;1;0,55
2436;11690;Superconductor Rails;2;1
2436;9848;Robotics;4;1
2436;11481;R.A.M.- Robotics;1;0,1
2436;9834;Guidance Systems;4;1
2436;1201;Wasp I;1;1
2446;2444;Ogre I;1;1
2446;9834;Guidance Systems;4;1
2446;11481;R.A.M.- Robotics;1;0,1
2446;9848;Robotics;4;1
2446;11688;Particle Accelerator Unit;2;1
2456;11688;Particle Accelerator Unit;1;1
2456;9848;Robotics;1;1
2456;11481;R.A.M.- Robotics;1;0,05
2456;9834;Guidance Systems;1;1
2456;2454;Hobgoblin I;1;1
2466;2464;Hornet I;1;1
2466;9834;Guidance Systems;1;1
2466;11481;R.A.M.- Robotics;1;0,05
2466;9848;Robotics;1;1
2466;11690;Superconductor Rails;1;1
2478;11691;Thermonuclear Trigger Unit;2;1
2478;9848;Robotics;4;1
2478;11481;R.A.M.- Robotics;1;0,1
2478;9834;Guidance Systems;4;1
2478;2476;Berserker I;1;1
2488;2486;Warrior I;1;1
2488;9834;Guidance Systems;1;1
2488;11481;R.A.M.- Robotics;1;0,05
2488;9848;Robotics;1;1
2488;11691;Thermonuclear Trigger Unit;1;1
2531;11555;Deflection Shield Emitter;5;1
2531;11484;R.A.M.- Shield Tech;1;0,3
2531;9838;Superconductors;4;1
2531;2529;Explosive Deflection Amplifier I;1;1
2539;2537;Thermic Dissipation Amplifier I;1;1
2539;9838;Superconductors;4;1
2539;11484;R.A.M.- Shield Tech;1;0,3
2539;11556;Pulse Shield Emitter;5;1
2547;11557;Linear Shield Emitter;5;1
2547;11484;R.A.M.- Shield Tech;1;0,3
2547;9838;Superconductors;4;1
2547;2545;Kinetic Deflection Amplifier I;1;1
2553;1808;EM Ward Amplifier I;1;1
2553;9838;Superconductors;4;1
2553;11484;R.A.M.- Shield Tech;1;0,3
2553;11558;Sustained Shield Emitter;5;1
2559;11538;Nanomechanical Microprocessor;3;1
2559;11536;Ladar Sensor Cluster;6;1
2559;11483;R.A.M.- Electronics;1;0,45
2559;9840;Transmitter;8;1
2559;9842;Miniature Electronics;6;1
2559;1958;ECM - Phase Inverter I;1;1
2563;1948;ECM - Ion Field Projector I;1;1
2563;9842;Miniature Electronics;6;1
2563;9840;Transmitter;8;1
2563;11483;R.A.M.- Electronics;1;0,45
2563;11535;Magnetometric Sensor Cluster;6;1
2563;11541;Photon Microprocessor;3;1
2567;11541;Photon Microprocessor;3;1
2567;11535;Magnetometric Sensor Cluster;2;1
2567;11536;Ladar Sensor Cluster;2;1
2567;11537;Radar Sensor Cluster;2;1
2567;11534;Gravimetric Sensor Cluster;2;1
2567;11483;R.A.M.- Electronics;1;0,45
2567;9840;Transmitter;8;1
2567;9842;Miniature Electronics;12;1
2567;1957;ECM - Multispectral Jammer I;1;1
2571;1955;ECM - Spatial Destabilizer I;1;1
2571;9842;Miniature Electronics;6;1
2571;9840;Transmitter;8;1
2571;11483;R.A.M.- Electronics;1;0,45
2571;11534;Gravimetric Sensor Cluster;6;1
2571;11540;Quantum Microprocessor;3;1
2575;11539;Nanoelectrical Microprocessor;3;1
2575;11537;Radar Sensor Cluster;6;1
2575;11483;R.A.M.- Electronics;1;0,45
2575;9840;Transmitter;8;1
2575;9842;Miniature Electronics;6;1
2575;1956;ECM - White Noise Generator I;1;1
2580;2579;Gravimetric Backup Array I;1;1
2580;9842;Miniature Electronics;3;1
2580;9840;Transmitter;3;1
2580;11483;R.A.M.- Electronics;1;0,1
2580;11534;Gravimetric Sensor Cluster;3;1
2580;11540;Quantum Microprocessor;1;1
2584;11538;Nanomechanical Microprocessor;1;1
