1137;Antimatter Charge S Blueprint;222;Antimatter Charge S;300;100;1;6000;6000;6000;60;5;10;1500
1138;Iron Charge M Blueprint;223;Iron Charge M;300;100;1;6000;6000;6000;60;5;10;1500
1139;Tungsten Charge M Blueprint;224;Tungsten Charge M;300;100;1;6000;6000;6000;60;5;10;1500
1140;Iridium Charge M Blueprint;225;Iridium Charge M;300;100;1;6000;6000;6000;60;5;10;1500
1141;Lead Charge M Blueprint;226;Lead Charge M;300;100;1;6000;6000;6000;60;5;10;1500
1142;Thorium Charge M Blueprint;227;Thorium Charge M;300;100;1;6000;6000;6000;60;5;10;1500
1143;Uranium Charge M Blueprint;228;Uranium Charge M;300;100;1;6000;6000;6000;60;5;10;1500
1144;Plutonium Charge M Blueprint;229;Plutonium Charge M;300;100;1;6000;6000;6000;60;5;10;1500
1145;Antimatter Charge M Blueprint;230;Antimatter Charge M;300;100;1;6000;6000;6000;60;5;10;1500
1146;Iron Charge L Blueprint;231;Iron Charge L;300;100;1;6000;6000;6000;60;5;10;1500
1147;Tungsten Charge L Blueprint;232;Tungsten Charge L;300;100;1;6000;6000;6000;60;5;10;1500
1148;Iridium Charge L Blueprint;233;Iridium Charge L;300;100;1;6000;6000;6000;60;5;10;1500
1149;Lead Charge L Blueprint;234;Lead Charge L;300;100;1;6000;6000;6000;60;5;10;1500
1150;Thorium Charge L Blueprint;235;Thorium Charge L;300;100;1;6000;6000;6000;60;5;10;1500
1151;Uranium Charge L Blueprint;236;Uranium Charge L;300;100;1;6000;6000;6000;60;5;10;1500
1152;Plutonium Charge L Blueprint;237;Plutonium Charge L;300;100;1;6000;6000;6000;60;5;10;1500
1153;Antimatter Charge L Blueprint;238;Antimatter Charge L;300;100;1;6000;6000;6000;60;5;10;1500
1154;Radio S Blueprint;239;Radio S;300;1;1;6000;6000;6000;60;5;10;1500
1155;Microwave S Blueprint;240;Microwave S;300;1;1;6000;6000;6000;60;5;10;1500
1156;Infrared S Blueprint;241;Infrared S;300;1;1;6000;6000;6000;60;5;10;1500
1157;Standard S Blueprint;242;Standard S;300;1;1;6000;6000;6000;60;5;10;1500
1158;Ultraviolet S Blueprint;243;Ultraviolet S;300;1;1;6000;6000;6000;60;5;10;1500
1159;Xray S Blueprint;244;Xray S;300;1;1;6000;6000;6000;60;5;10;1500
1160;Gamma S Blueprint;245;Gamma S;300;1;1;6000;6000;6000;60;5;10;1500
1161;Multifrequency S Blueprint;246;Multifrequency S;300;1;1;6000;6000;6000;60;5;10;1500
1162;Radio M Blueprint;247;Radio M;300;1;1;6000;6000;6000;60;5;10;1500
1163;Microwave M Blueprint;248;Microwave M;300;1;1;6000;6000;6000;60;5;10;1500
1164;Infrared M Blueprint;249;Infrared M;300;1;1;6000;6000;6000;60;5;10;1500
1165;Standard M Blueprint;250;Standard M;300;1;1;6000;6000;6000;60;5;10;1500
1166;Ultraviolet M Blueprint;251;Ultraviolet M;300;1;1;6000;6000;6000;60;5;10;1500
1167;Xray M Blueprint;252;Xray M;300;1;1;6000;6000;6000;60;5;10;1500
1168;Gamma M Blueprint;253;Gamma M;300;1;1;6000;6000;6000;60;5;10;1500
1169;Multifrequency M Blueprint;254;Multifrequency M;300;1;1;6000;6000;6000;60;5;10;1500
1170;Radio L Blueprint;255;Radio L;300;1;1;6000;6000;6000;60;5;10;1500
1171;Microwave L Blueprint;256;Microwave L;300;1;1;6000;6000;6000;60;5;10;1500
1172;Infrared L Blueprint;257;Infrared L;300;1;1;6000;6000;6000;60;5;10;1500
1173;Standard L Blueprint;258;Standard L;300;1;1;6000;6000;6000;60;5;10;1500
1174;Ultraviolet L Blueprint;259;Ultraviolet L;300;1;1;6000;6000;6000;60;5;10;1500
1175;Xray L Blueprint;260;Xray L;300;1;1;6000;6000;6000;60;5;10;1500
1176;Gamma L Blueprint;261;Gamma L;300;1;1;6000;6000;6000;60;5;10;1500
1177;Multifrequency L Blueprint;262;Multifrequency L;300;1;1;6000;6000;6000;60;5;10;1500
1178;Cap Booster 25 Blueprint;263;Cap Booster 25;120;10;1;2400;2400;2400;24;5;10;1500
1179;Cap Booster 50 Blueprint;264;Cap Booster 50;120;10;1;2400;2400;2400;24;5;10;1500
1215;Heavy Defender Missile I Blueprint;265;Heavy Defender Missile I;300;100;1;6000;6000;6000;60;5;10;1000
1220;Scourge Rocket Blueprint;266;Scourge Rocket;300;100;1;6000;6000;6000;60;5;10;1500
1221;Scourge Torpedo Blueprint;267;Scourge Torpedo;300;100;1;6000;6000;6000;60;5;10;1500
1216;Mjolnir Auto-Targeting Light Missile I Blueprint;269;Mjolnir Auto-Targeting Light Missile I;300;100;1;6000;6000;6000;60;5;10;1500
1010;Small Shield Extender I Blueprint;377;Small Shield Extender I;600;1;1;12000;12000;12000;120;5;10;300
1013;Small Shield Extender II Blueprint;380;Small Shield Extender II;3000;1;2;18000;18000;300000;600;5;10;100
1026;Shield Recharger I Blueprint;393;Shield Recharger I;600;1;1;12000;12000;12000;120;5;10;300
1027;Shield Recharger II Blueprint;394;Shield Recharger II;2500;1;2;15000;10000;250000;500;5;10;100
1032;Small Shield Booster I Blueprint;399;Small Shield Booster I;600;1;1;12000;12000;12000;120;5;10;300
1033;Small Shield Booster II Blueprint;400;Small Shield Booster II;3500;1;2;21000;14000;350000;700;5;10;100
1067;1MN Microwarpdrive I Blueprint;434;1MN Microwarpdrive I;600;1;1;12000;12000;12000;120;5;10;300
1071;1MN Afterburner II Blueprint;438;1MN Afterburner II;5000;1;2;30000;20000;500000;1000;5;10;100
1072;1MN Afterburner I Blueprint;439;1MN Afterburner I;600;1;1;12000;12000;12000;120;5;10;300
1073;1MN Microwarpdrive II Blueprint;440;1MN Microwarpdrive II;10000;1;2;120000;80000;1000000;2000;5;10;100
1074;Cargo Scanner I Blueprint;442;Cargo Scanner I;600;1;1;12000;12000;12000;120;5;10;300
1075;Ship Scanner I Blueprint;443;Ship Scanner I;600;1;1;12000;12000;12000;120;5;10;300
1076;Survey Scanner I Blueprint;444;Survey Scanner I;600;1;1;12000;12000;12000;120;5;10;300
1079;Warp Scrambler I Blueprint;447;Warp Scrambler I;600;1;1;12000;12000;12000;120;5;10;300
1080;Warp Scrambler II Blueprint;448;Warp Scrambler II;10000;1;2;90000;60000;1000000;2000;5;10;100
834;Gatling Pulse Laser I Blueprint;450;Gatling Pulse Laser I;600;1;1;12000;12000;12000;120;5;10;300
835;Dual Light Pulse Laser I Blueprint;451;Dual Light Pulse Laser I;600;1;1;12000;12000;12000;120;5;10;300
836;Dual Light Beam Laser I Blueprint;452;Dual Light Beam Laser I;600;1;1;12000;12000;12000;120;5;10;300
837;Small Focused Pulse Laser I Blueprint;453;Small Focused Pulse Laser I;600;1;1;12000;12000;12000;120;5;10;300
838;Small Focused Beam Laser I Blueprint;454;Small Focused Beam Laser I;600;1;1;12000;12000;12000;120;5;10;300
839;Quad Light Beam Laser I Blueprint;455;Quad Light Beam Laser I;600;1;1;12000;12000;12000;120;5;10;300
840;Focused Medium Pulse Laser I Blueprint;456;Focused Medium Pulse Laser I;600;1;1;12000;12000;12000;120;5;10;300
841;Focused Medium Beam Laser I Blueprint;457;Focused Medium Beam Laser I;600;1;1;12000;12000;12000;120;5;10;300
842;Heavy Pulse Laser I Blueprint;458;Heavy Pulse Laser I;600;1;1;12000;12000;12000;120;5;10;300
843;Heavy Beam Laser I Blueprint;459;Heavy Beam Laser I;600;1;1;12000;12000;12000;120;5;10;300
844;Dual Heavy Pulse Laser I Blueprint;460;Dual Heavy Pulse Laser I;600;1;1;12000;12000;12000;120;5;10;300
845;Dual Heavy Beam Laser I Blueprint;461;Dual Heavy Beam Laser I;600;1;1;12000;12000;12000;120;5;10;300
846;Mega Pulse Laser I Blueprint;462;Mega Pulse Laser I;600;1;1;12000;12000;12000;120;5;10;300
847;Mega Beam Laser I Blueprint;463;Mega Beam Laser I;600;1;1;12000;12000;12000;120;5;10;300
848;Tachyon Beam Laser I Blueprint;464;Tachyon Beam Laser I;600;1;1;12000;12000;12000;120;5;10;300
784;Miner II Blueprint;482;Miner II;6000;1;2;36000;24000;600000;1200;5;10;100
785;Miner I Blueprint;483;Miner I;600;1;1;12000;12000;12000;120;5;10;300
819;125mm Gatling AutoCannon I Blueprint;484;125mm Gatling AutoCannon I;600;1;1;12000;12000;12000;120;5;10;300
820;150mm Light AutoCannon I Blueprint;485;150mm Light AutoCannon I;600;1;1;12000;12000;12000;120;5;10;300
821;200mm AutoCannon I Blueprint;486;200mm AutoCannon I;600;1;1;12000;12000;12000;120;5;10;300
822;250mm Light Artillery Cannon I Blueprint;487;250mm Light Artillery Cannon I;600;1;1;12000;12000;12000;120;5;10;300
823;280mm Howitzer Artillery I Blueprint;488;280mm Howitzer Artillery I;600;1;1;12000;12000;12000;120;5;10;300
824;Dual 180mm AutoCannon I Blueprint;489;Dual 180mm AutoCannon I;600;1;1;12000;12000;12000;120;5;10;300
825;220mm Vulcan AutoCannon I Blueprint;490;220mm Vulcan AutoCannon I;600;1;1;12000;12000;12000;120;5;10;300
826;425mm AutoCannon I Blueprint;491;425mm AutoCannon I;600;1;1;12000;12000;12000;120;5;10;300
827;650mm Artillery Cannon I Blueprint;492;650mm Artillery Cannon I;600;1;1;12000;12000;12000;120;5;10;300
828;720mm Howitzer Artillery I Blueprint;493;720mm Howitzer Artillery I;600;1;1;12000;12000;12000;120;5;10;300
829;Dual 425mm AutoCannon I Blueprint;494;Dual 425mm AutoCannon I;600;1;1;12000;12000;12000;120;5;10;300
830;Dual 650mm Repeating Artillery I Blueprint;495;Dual 650mm Repeating Cannon I;600;1;1;12000;12000;12000;120;5;10;300
831;800mm Repeating Artillery I Blueprint;496;800mm Repeating Cannon I;600;1;1;12000;12000;12000;120;5;10;300
832;1200mm Artillery Cannon I Blueprint;497;1200mm Artillery Cannon I;600;1;1;12000;12000;12000;120;5;10;300
833;1400mm Howitzer Artillery I Blueprint;498;1400mm Howitzer Artillery I;600;1;1;12000;12000;12000;120;5;10;300
786;Light Missile Launcher I Blueprint;499;Light Missile Launcher I;600;1;1;12000;12000;12000;120;5;10;300
788;Heavy Missile Launcher I Blueprint;501;Heavy Missile Launcher I;600;1;1;12000;12000;12000;120;5;10;300
790;Torpedo Launcher I Blueprint;503;Torpedo Launcher I;600;1;1;12000;12000;12000;120;5;10;300
1095;Gyrostabilizer II Blueprint;519;Gyrostabilizer II;5000;1;2;24000;24000;500000;1000;5;10;100
1096;Gyrostabilizer I Blueprint;520;Gyrostabilizer I;600;1;1;12000;12000;12000;120;5;10;300
1099;Small Armor Repairer I Blueprint;523;Small Armor Repairer I;600;1;1;12000;12000;12000;120;5;10;300
1100;Small Hull Repairer I Blueprint;524;Small Hull Repairer I;600;1;1;12000;12000;12000;120;5;10;300
1102;Stasis Webifier I Blueprint;526;Stasis Webifier I;600;1;1;12000;12000;12000;120;5;10;300
1103;Stasis Webifier II Blueprint;527;Stasis Webifier II;9000;1;2;54000;36000;900000;1800;5;10;100
1105;Small Remote Capacitor Transmitter I Blueprint;529;Small Remote Capacitor Transmitter I;600;1;1;12000;12000;12000;120;5;10;300
1106;Small Nosferatu I Blueprint;530;Small Nosferatu I;600;1;1;12000;12000;12000;120;5;10;300
1109;Small Energy Neutralizer I Blueprint;533;Small Energy Neutralizer I;600;1;1;12000;12000;12000;120;5;10;300
1112;75mm Gatling Rail I Blueprint;561;75mm Gatling Rail I;600;1;1;12000;12000;12000;120;5;10;300
1113;Light Electron Blaster I Blueprint;562;Light Electron Blaster I;600;1;1;12000;12000;12000;120;5;10;300
1114;Light Ion Blaster I Blueprint;563;Light Ion Blaster I;600;1;1;12000;12000;12000;120;5;10;300
1115;Light Neutron Blaster I Blueprint;564;Light Neutron Blaster I;600;1;1;12000;12000;12000;120;5;10;300
1116;150mm Railgun I Blueprint;565;150mm Railgun I;600;1;1;12000;12000;12000;120;5;10;300
1117;Heavy Electron Blaster I Blueprint;566;Heavy Electron Blaster I;600;1;1;12000;12000;12000;120;5;10;300
1118;Dual 150mm Railgun I Blueprint;567;Dual 150mm Railgun I;600;1;1;12000;12000;12000;120;5;10;300
1119;Heavy Neutron Blaster I Blueprint;568;Heavy Neutron Blaster I;600;1;1;12000;12000;12000;120;5;10;300
1120;Heavy Ion Blaster I Blueprint;569;Heavy Ion Blaster I;600;1;1;12000;12000;12000;120;5;10;300
1121;250mm Railgun I Blueprint;570;250mm Railgun I;600;1;1;12000;12000;12000;120;5;10;300
1122;Electron Blaster Cannon I Blueprint;571;Electron Blaster Cannon I;600;1;1;12000;12000;12000;120;5;10;300
1123;Dual 250mm Railgun I Blueprint;572;Dual 250mm Railgun I;600;1;1;12000;12000;12000;120;5;10;300
1124;Neutron Blaster Cannon I Blueprint;573;Neutron Blaster Cannon I;600;1;1;12000;12000;12000;120;5;10;300
1125;425mm Railgun I Blueprint;574;425mm Railgun I;600;1;1;12000;12000;12000;120;5;10;300
1126;Ion Blaster Cannon I Blueprint;575;Ion Blaster Cannon I;600;1;1;12000;12000;12000;120;5;10;300
1128;Medium Capacitor Booster I Blueprint;577;Medium Capacitor Booster I;600;1;1;12000;12000;12000;120;5;10;300
1129;Adaptive Invulnerability Field I Blueprint;578;Adaptive Invulnerability Field I;600;1;1;12000;12000;12000;120;5;10;300
1210;ECM Burst I Blueprint;580;ECM Burst I;600;1;1;12000;12000;12000;120;5;10;300
1212;Passive Targeter I Blueprint;581;Passive Targeter I;600;1;1;12000;12000;12000;120;5;10;300
683;Bantam Blueprint;582;Bantam;6000;1;1;120000;120000;120000;1200;5;10;30
684;Condor Blueprint;583;Condor;6000;1;1;120000;120000;120000;1200;5;10;30
685;Griffin Blueprint;584;Griffin;6000;1;1;120000;120000;120000;1200;5;10;30
689;Slasher Blueprint;585;Slasher;6000;1;1;120000;120000;120000;1200;5;10;30
690;Probe Blueprint;586;Probe;6000;1;1;120000;120000;120000;1200;5;10;30
691;Rifter Blueprint;587;Rifter;6000;1;1;120000;120000;120000;1200;5;10;30
936;Executioner Blueprint;589;Executioner;6000;1;1;120000;120000;120000;1200;5;10;30
937;Inquisitor Blueprint;590;Inquisitor;6000;1;1;120000;120000;120000;1200;5;10;30
938;Tormentor Blueprint;591;Tormentor;6000;1;1;120000;120000;120000;1200;5;10;30
939;Navitas Blueprint;592;Navitas;6000;1;1;120000;120000;120000;1200;5;10;30
940;Tristan Blueprint;593;Tristan;6000;1;1;120000;120000;120000;1200;5;10;30
941;Incursus Blueprint;594;Incursus;6000;1;1;120000;120000;120000;1200;5;10;30
944;Punisher Blueprint;597;Punisher;6000;1;1;120000;120000;120000;1200;5;10;30
945;Breacher Blueprint;598;Breacher;6000;1;1;120000;120000;120000;1200;5;10;30
946;Burst Blueprint;599;Burst;6000;1;1;120000;120000;120000;1200;5;10;30
949;Kestrel Blueprint;602;Kestrel;6000;1;1;120000;120000;120000;1200;5;10;30
950;Merlin Blueprint;603;Merlin;6000;1;1;120000;120000;120000;1200;5;10;30
952;Heron Blueprint;605;Heron;6000;1;1;120000;120000;120000;1200;5;10;30
954;Imicus Blueprint;607;Imicus;6000;1;1;120000;120000;120000;1200;5;10;30
955;Atron Blueprint;608;Atron;6000;1;1;120000;120000;120000;1200;5;10;30
956;Maulus Blueprint;609;Maulus;6000;1;1;120000;120000;120000;1200;5;10;30
686;Osprey Blueprint;620;Osprey;12000;1;1;240000;240000;240000;2400;5;10;15
687;Caracal Blueprint;621;Caracal;12000;1;1;240000;240000;240000;2400;5;10;15
692;Stabber Blueprint;622;Stabber;12000;1;1;240000;240000;240000;2400;5;10;15
968;Moa Blueprint;623;Moa;12000;1;1;240000;240000;240000;2400;5;10;15
969;Maller Blueprint;624;Maller;12000;1;1;240000;240000;240000;2400;5;10;15
970;Augoror Blueprint;625;Augoror;12000;1;1;240000;240000;240000;2400;5;10;15
971;Vexor Blueprint;626;Vexor;12000;1;1;240000;240000;240000;2400;5;10;15
972;Thorax Blueprint;627;Thorax;12000;1;1;240000;240000;240000;2400;5;10;15
973;Arbitrator Blueprint;628;Arbitrator;12000;1;1;240000;240000;240000;2400;5;10;15
974;Rupture Blueprint;629;Rupture;12000;1;1;240000;240000;240000;2400;5;10;15
975;Bellicose Blueprint;630;Bellicose;12000;1;1;240000;240000;240000;2400;5;10;15
976;Scythe Blueprint;631;Scythe;12000;1;1;240000;240000;240000;2400;5;10;15
977;Blackbird Blueprint;632;Blackbird;12000;1;1;240000;240000;240000;2400;5;10;15
978;Celestis Blueprint;633;Celestis;12000;1;1;240000;240000;240000;2400;5;10;15
979;Exequror Blueprint;634;Exequror;12000;1;1;240000;240000;240000;2400;5;10;15
688;Raven Blueprint;638;Raven;18000;1;1;360000;360000;360000;3600;5;10;10
693;Tempest Blueprint;639;Tempest;18000;1;1;360000;360000;360000;3600;5;10;10
994;Scorpion Blueprint;640;Scorpion;18000;1;1;360000;360000;360000;3600;5;10;10
995;Megathron Blueprint;641;Megathron;18000;1;1;360000;360000;360000;3600;5;10;10
996;Apocalypse Blueprint;642;Apocalypse;18000;1;1;360000;360000;360000;3600;5;10;10
997;Armageddon Blueprint;643;Armageddon;18000;1;1;360000;360000;360000;3600;5;10;10
998;Typhoon Blueprint;644;Typhoon;18000;1;1;360000;360000;360000;3600;5;10;10
999;Dominix Blueprint;645;Dominix;18000;1;1;360000;360000;360000;3600;5;10;10
983;Badger Blueprint;648;Badger;12000;1;1;240000;240000;240000;2400;5;10;15
984;Tayra Blueprint;649;Tayra;12000;1;1;240000;240000;240000;2400;5;10;15
985;Nereus Blueprint;650;Nereus;12000;1;1;240000;240000;240000;2400;5;10;15
986;Hoarder Blueprint;651;Hoarder;12000;1;1;240000;240000;240000;2400;5;10;15
987;Mammoth Blueprint;652;Mammoth;12000;1;1;240000;240000;240000;2400;5;10;15
988;Wreathe Blueprint;653;Wreathe;12000;1;1;240000;240000;240000;2400;5;10;15
989;Kryos Blueprint;654;Kryos;12000;1;1;240000;240000;240000;2400;5;10;15
990;Epithal Blueprint;655;Epithal;12000;1;1;240000;240000;240000;2400;5;10;15
991;Miasmos Blueprint;656;Miasmos;12000;1;1;240000;240000;240000;2400;5;10;15
992;Iteron Mark V Blueprint;657;Iteron Mark V;12000;1;1;240000;240000;240000;2400;5;10;15
1002;Erebus Blueprint;671;Erebus;5120000;1;1;30720000;20480000;10240000;1024000;5;10;1
967;Caldari Shuttle Blueprint;672;Caldari Shuttle;2000;1;1;120000;120000;120000;400;5;10;30
1208;Auto Targeting System I Blueprint;1182;Auto Targeting System I;600;1;1;12000;12000;12000;120;5;10;300
1184;Small Armor Repairer II Blueprint;1183;Small Armor Repairer II;3000;1;2;18000;12000;300000;600;5;10;100
1186;Small Capacitor Battery I Blueprint;1185;Small Capacitor Battery I;600;1;1;12000;12000;12000;120;5;10;300
1191;Small Remote Capacitor Transmitter II Blueprint;1190;Small Remote Capacitor Transmitter II;6000;1;2;36000;24000;600000;1200;5;10;100
1196;Cap Recharger I Blueprint;1195;Cap Recharger I;600;1;1;12000;12000;12000;120;5;10;300
1204;EM Plating I Blueprint;1197;EM Plating I;600;1;1;12000;12000;12000;120;5;10;300
1205;EM Plating II Blueprint;1198;EM Plating II;3000;1;2;18000;12000;300000;600;5;10;100
1214;Wasp I Blueprint;1201;Wasp I;480;1;1;9600;9600;9600;96;5;10;1500
1218;Civilian Mining Drone Blueprint;1202;Civilian Mining Drone;120;1;1;2400;2400;12000;24;5;5;1500
1237;Overdrive Injector System II Blueprint;1236;Overdrive Injector System II;3000;1;2;18000;12000;300000;600;5;10;100
1245;Overdrive Injector System I Blueprint;1244;Overdrive Injector System I;600;1;1;12000;12000;12000;120;5;10;300
1247;Capacitor Flux Coil I Blueprint;1246;Capacitor Flux Coil I;600;1;1;12000;12000;12000;120;5;10;300
1249;Capacitor Flux Coil II Blueprint;1248;Capacitor Flux Coil II;4000;1;2;24000;16000;400000;800;5;10;100
1255;Shield Flux Coil I Blueprint;1254;Shield Flux Coil I;600;1;1;12000;12000;12000;120;5;10;300
1257;Shield Flux Coil II Blueprint;1256;Shield Flux Coil II;4000;1;2;24000;16000;400000;800;5;10;100
1265;Explosive Plating I Blueprint;1264;Explosive Plating I;600;1;1;12000;12000;12000;120;5;10;300
1267;Explosive Plating II Blueprint;1266;Explosive Plating II;3000;1;2;18000;12000;300000;600;5;10;100
1275;Layered Plating I Blueprint;1274;Layered Plating I;600;1;1;12000;12000;12000;120;5;10;300
1277;Layered Plating II Blueprint;1276;Layered Plating II;3000;1;2;18000;12000;300000;600;5;10;100
1285;Kinetic Plating I Blueprint;1284;Kinetic Plating I;600;1;1;12000;12000;12000;120;5;10;300
1287;Kinetic Plating II Blueprint;1286;Kinetic Plating II;3000;1;2;18000;12000;300000;600;5;10;100
1295;Thermic Plating I Blueprint;1294;Thermic Plating I;600;1;1;12000;12000;12000;120;5;10;300
1297;Thermic Plating II Blueprint;1296;Thermic Plating II;3000;1;2;18000;12000;300000;600;5;10;100
1305;Adaptive Nano Plating I Blueprint;1304;Adaptive Nano Plating I;600;1;1;12000;12000;12000;120;5;10;300
1307;Adaptive Nano Plating II Blueprint;1306;Adaptive Nano Plating II;3000;1;2;18000;12000;300000;600;5;10;100
1318;Expanded Cargohold I Blueprint;1317;Expanded Cargohold I;600;1;1;12000;12000;12000;120;5;10;300
1320;Expanded Cargohold II Blueprint;1319;Expanded Cargohold II;3000;1;2;18000;12000;300000;600;5;10;100
1334;Reinforced Bulkheads I Blueprint;1333;Reinforced Bulkheads I;600;1;1;12000;12000;12000;120;5;10;300
1336;Reinforced Bulkheads II Blueprint;1335;Reinforced Bulkheads II;3000;1;2;18000;12000;300000;600;5;10;100
1354;Reactor Control Unit I Blueprint;1353;Reactor Control Unit I;600;1;1;12000;12000;12000;120;5;10;300
1356;Reactor Control Unit II Blueprint;1355;Reactor Control Unit II;4000;1;2;24000;16000;400000;800;5;10;100
1404;Inertia Stabilizers I Blueprint;1403;Inertia Stabilizers I;600;1;1;12000;12000;12000;120;5;10;300
1406;Inertia Stabilizers II Blueprint;1405;Inertia Stabilizers II;3000;1;2;18000;12000;300000;600;5;10;100
1423;Shield Power Relay II Blueprint;1422;Shield Power Relay II;4000;1;2;24000;16000;400000;800;5;10;100
1437;Auto Targeting System II Blueprint;1436;Auto Targeting System II;4500;1;2;24000;24000;450000;900;5;10;100
1446;Capacitor Power Relay I Blueprint;1445;Capacitor Power Relay I;600;1;1;12000;12000;12000;120;5;10;300
1448;Capacitor Power Relay II Blueprint;1447;Capacitor Power Relay II;4000;1;2;24000;16000;400000;800;5;10;100
1540;Power Diagnostic System I Blueprint;1539;Power Diagnostic System I;600;1;1;12000;12000;12000;120;5;10;300
1542;Power Diagnostic System II Blueprint;1541;Power Diagnostic System II;4000;1;2;24000;16000;400000;800;5;10;100
1548;Small Proton Smartbomb I Blueprint;1547;Small Proton Smartbomb I;600;1;1;12000;12000;12000;120;5;10;300
1550;Small Proton Smartbomb II Blueprint;1549;Small Proton Smartbomb II;6000;1;2;24000;16000;600000;1200;5;10;100
1552;Small Graviton Smartbomb I Blueprint;1551;Small Graviton Smartbomb I;600;1;1;12000;12000;12000;120;5;10;300
1554;Small Graviton Smartbomb II Blueprint;1553;Small Graviton Smartbomb II;6000;1;2;24000;16000;600000;1200;5;10;100
1558;Small Plasma Smartbomb I Blueprint;1557;Small Plasma Smartbomb I;600;1;1;12000;12000;12000;120;5;10;300
