249;36;Mexallon;56
249;40;Megacyte;1
250;35;Pyerite;4
250;36;Mexallon;30
250;37;Isogen;24
250;40;Megacyte;1
251;35;Pyerite;7
251;36;Mexallon;3
251;37;Isogen;48
251;38;Nocxium;1
251;40;Megacyte;1
252;34;Tritanium;36
252;36;Mexallon;11
252;38;Nocxium;16
252;40;Megacyte;2
253;35;Pyerite;3
253;36;Mexallon;41
253;37;Isogen;3
253;38;Nocxium;1
253;39;Zydrine;4
253;40;Megacyte;3
254;34;Tritanium;32
254;36;Mexallon;16
254;38;Nocxium;1
254;39;Zydrine;3
254;40;Megacyte;4
255;34;Tritanium;12
255;35;Pyerite;5
255;36;Mexallon;5
255;37;Isogen;42
255;38;Nocxium;15
255;39;Zydrine;8
255;40;Megacyte;33
256;36;Mexallon;78
256;37;Isogen;3
256;38;Nocxium;1
256;39;Zydrine;8
256;40;Megacyte;22
257;35;Pyerite;8
257;36;Mexallon;99
257;37;Isogen;4
257;38;Nocxium;4
257;39;Zydrine;2
257;40;Megacyte;11
258;35;Pyerite;51
258;36;Mexallon;49
258;37;Isogen;3
258;38;Nocxium;3
258;39;Zydrine;3
258;40;Megacyte;14
259;35;Pyerite;94
259;37;Isogen;2
259;38;Nocxium;3
259;39;Zydrine;4
259;40;Megacyte;17
260;35;Pyerite;2
260;36;Mexallon;60
260;37;Isogen;18
260;38;Nocxium;4
260;39;Zydrine;15
260;40;Megacyte;26
261;35;Pyerite;46
261;36;Mexallon;2
261;37;Isogen;3
261;38;Nocxium;18
261;39;Zydrine;6
261;40;Megacyte;40
262;35;Pyerite;32
262;36;Mexallon;4
262;37;Isogen;22
262;38;Nocxium;3
262;39;Zydrine;13
262;40;Megacyte;45
263;34;Tritanium;156
263;35;Pyerite;38
263;36;Mexallon;12
264;34;Tritanium;450
264;35;Pyerite;36
264;36;Mexallon;17
264;37;Isogen;6
265;34;Tritanium;558
265;36;Mexallon;12
265;38;Nocxium;1
266;34;Tritanium;28
266;35;Pyerite;23
267;34;Tritanium;1688
267;39;Zydrine;5
267;40;Megacyte;2
269;34;Tritanium;135
269;35;Pyerite;16
269;36;Mexallon;11
377;34;Tritanium;824
377;35;Pyerite;58
377;36;Mexallon;26
377;38;Nocxium;4
380;34;Tritanium;78
380;35;Pyerite;4
380;36;Mexallon;4
380;11399;Morphite;1
393;34;Tritanium;412
393;35;Pyerite;549
393;36;Mexallon;46
393;37;Isogen;4
393;38;Nocxium;3
394;34;Tritanium;113
394;35;Pyerite;87
394;36;Mexallon;6
394;37;Isogen;1
394;38;Nocxium;1
394;11399;Morphite;1
399;34;Tritanium;1194
399;35;Pyerite;433
399;36;Mexallon;102
400;34;Tritanium;91
400;35;Pyerite;79
400;36;Mexallon;51
400;11399;Morphite;1
434;34;Tritanium;3570
434;35;Pyerite;1918
434;36;Mexallon;205
434;37;Isogen;12
434;38;Nocxium;2
438;34;Tritanium;186
438;35;Pyerite;54
438;36;Mexallon;1
438;38;Nocxium;1
438;11399;Morphite;1
439;34;Tritanium;637
439;35;Pyerite;579
439;36;Mexallon;1
439;38;Nocxium;1
440;34;Tritanium;4130
440;35;Pyerite;2068
440;36;Mexallon;235
440;37;Isogen;15
440;38;Nocxium;3
440;11399;Morphite;11
442;34;Tritanium;530
442;35;Pyerite;3
442;36;Mexallon;13
443;34;Tritanium;496
443;36;Mexallon;31
444;34;Tritanium;1000
447;34;Tritanium;452
447;35;Pyerite;267
447;36;Mexallon;301
447;37;Isogen;177
447;39;Zydrine;2
448;34;Tritanium;238
448;35;Pyerite;83
448;36;Mexallon;159
448;37;Isogen;44
448;39;Zydrine;1
448;11399;Morphite;5
450;34;Tritanium;208
450;35;Pyerite;198
451;34;Tritanium;992
451;35;Pyerite;102
451;36;Mexallon;4
451;38;Nocxium;2
451;39;Zydrine;1
452;34;Tritanium;1568
452;35;Pyerite;5
452;36;Mexallon;70
452;37;Isogen;12
452;39;Zydrine;1
453;34;Tritanium;1400
453;35;Pyerite;1042
453;36;Mexallon;3
453;37;Isogen;6
454;34;Tritanium;1980
454;35;Pyerite;728
454;36;Mexallon;19
454;37;Isogen;4
454;39;Zydrine;2
455;34;Tritanium;8
455;35;Pyerite;538
455;36;Mexallon;444
456;34;Tritanium;4008
456;35;Pyerite;1158
456;36;Mexallon;1079
456;40;Megacyte;1
457;34;Tritanium;4076
457;35;Pyerite;1479
457;36;Mexallon;2172
457;38;Nocxium;1
458;34;Tritanium;8180
458;35;Pyerite;2507
458;36;Mexallon;2544
458;37;Isogen;13
458;38;Nocxium;1
459;34;Tritanium;8220
459;35;Pyerite;2683
459;36;Mexallon;3239
459;37;Isogen;2
459;38;Nocxium;16
460;34;Tritanium;12316
460;35;Pyerite;3705
460;36;Mexallon;3466
460;39;Zydrine;1
460;40;Megacyte;4
461;34;Tritanium;40996
461;35;Pyerite;10935
461;36;Mexallon;5454
461;37;Isogen;1436
461;38;Nocxium;113
461;39;Zydrine;7
462;34;Tritanium;61476
462;35;Pyerite;16055
462;36;Mexallon;6477
462;37;Isogen;1756
462;38;Nocxium;211
462;39;Zydrine;5
462;40;Megacyte;12
463;34;Tritanium;81960
463;35;Pyerite;21174
463;36;Mexallon;7752
463;37;Isogen;2065
463;38;Nocxium;292
463;39;Zydrine;8
463;40;Megacyte;23
464;34;Tritanium;102492
464;35;Pyerite;26293
464;36;Mexallon;8772
464;37;Isogen;2385
464;38;Nocxium;370
464;39;Zydrine;19
464;40;Megacyte;33
482;35;Pyerite;545
482;36;Mexallon;104
482;38;Nocxium;28
482;40;Megacyte;2
482;11399;Morphite;1
483;34;Tritanium;1192
483;35;Pyerite;433
483;36;Mexallon;107
484;34;Tritanium;208
484;35;Pyerite;198
485;34;Tritanium;896
485;35;Pyerite;270
485;39;Zydrine;1
486;34;Tritanium;1500
486;35;Pyerite;130
486;36;Mexallon;75
486;37;Isogen;20
487;34;Tritanium;1436
487;35;Pyerite;621
487;36;Mexallon;130
488;34;Tritanium;2456
488;35;Pyerite;133
488;36;Mexallon;154
488;39;Zydrine;2
489;34;Tritanium;744
489;35;Pyerite;538
489;36;Mexallon;444
490;34;Tritanium;4008
490;35;Pyerite;1158
490;36;Mexallon;1079
490;40;Megacyte;1
491;34;Tritanium;4076
491;35;Pyerite;1479
491;36;Mexallon;2172
491;38;Nocxium;1
492;34;Tritanium;8180
492;35;Pyerite;2507
492;36;Mexallon;2544
492;37;Isogen;13
492;38;Nocxium;1
493;34;Tritanium;8220
493;35;Pyerite;2683
493;36;Mexallon;3239
493;37;Isogen;2
493;38;Nocxium;16
494;34;Tritanium;12316
494;35;Pyerite;3705
494;36;Mexallon;3466
494;39;Zydrine;1
494;40;Megacyte;4
495;34;Tritanium;40996
495;35;Pyerite;10935
495;36;Mexallon;5454
495;37;Isogen;1436
495;38;Nocxium;113
495;39;Zydrine;7
496;34;Tritanium;61476
496;35;Pyerite;16055
496;36;Mexallon;6477
496;37;Isogen;1756
496;38;Nocxium;211
496;39;Zydrine;5
496;40;Megacyte;12
497;34;Tritanium;81960
497;35;Pyerite;21174
497;36;Mexallon;7752
497;37;Isogen;2065
497;38;Nocxium;292
497;39;Zydrine;8
497;40;Megacyte;23
498;34;Tritanium;102492
498;35;Pyerite;26293
498;36;Mexallon;8772
498;37;Isogen;2385
498;38;Nocxium;370
498;39;Zydrine;19
498;40;Megacyte;33
499;34;Tritanium;424
499;35;Pyerite;644
501;34;Tritanium;2932
501;35;Pyerite;2633
501;36;Mexallon;96
503;34;Tritanium;110
503;35;Pyerite;1208
503;38;Nocxium;8
503;39;Zydrine;2
503;40;Megacyte;10
519;34;Tritanium;194
519;35;Pyerite;144
519;36;Mexallon;44
519;37;Isogen;2
519;39;Zydrine;1
519;11399;Morphite;2
520;34;Tritanium;696
520;35;Pyerite;442
520;36;Mexallon;466
520;37;Isogen;3
520;39;Zydrine;2
523;34;Tritanium;772
523;35;Pyerite;259
523;40;Megacyte;2
524;34;Tritanium;423
524;35;Pyerite;6144
526;34;Tritanium;776
526;35;Pyerite;713
526;36;Mexallon;476
527;34;Tritanium;101
527;35;Pyerite;110
527;36;Mexallon;84
527;11399;Morphite;5
529;34;Tritanium;6656
529;35;Pyerite;870
529;38;Nocxium;3
529;40;Megacyte;1
530;34;Tritanium;1884
530;35;Pyerite;1379
530;36;Mexallon;20
530;37;Isogen;124
530;40;Megacyte;1
533;34;Tritanium;468
533;35;Pyerite;35
533;36;Mexallon;178
533;37;Isogen;86
533;39;Zydrine;1
533;40;Megacyte;1
561;34;Tritanium;208
561;35;Pyerite;198
562;34;Tritanium;896
562;35;Pyerite;270
562;39;Zydrine;1
563;34;Tritanium;1500
563;35;Pyerite;130
563;36;Mexallon;75
563;37;Isogen;20
564;34;Tritanium;1436
564;35;Pyerite;621
564;36;Mexallon;130
565;34;Tritanium;2456
565;35;Pyerite;133
565;36;Mexallon;154
565;39;Zydrine;2
566;34;Tritanium;4008
566;35;Pyerite;1158
566;36;Mexallon;1079
566;40;Megacyte;1
567;34;Tritanium;744
567;35;Pyerite;538
567;36;Mexallon;444
568;34;Tritanium;8180
568;35;Pyerite;2507
568;36;Mexallon;2544
568;37;Isogen;13
568;38;Nocxium;1
569;34;Tritanium;4076
569;35;Pyerite;1479
569;36;Mexallon;2172
569;38;Nocxium;1
570;34;Tritanium;8220
570;35;Pyerite;2683
570;36;Mexallon;3239
570;37;Isogen;2
570;38;Nocxium;16
571;34;Tritanium;40996
571;35;Pyerite;10935
571;36;Mexallon;5454
571;37;Isogen;1436
571;38;Nocxium;113
571;39;Zydrine;7
572;34;Tritanium;12315
572;35;Pyerite;3705
572;36;Mexallon;3466
572;39;Zydrine;1
572;40;Megacyte;4
573;34;Tritanium;81960
573;35;Pyerite;21174
573;36;Mexallon;7752
573;37;Isogen;2065
573;38;Nocxium;292
573;39;Zydrine;8
573;40;Megacyte;23
574;34;Tritanium;102492
574;35;Pyerite;26293
574;36;Mexallon;8772
574;37;Isogen;2385
574;38;Nocxium;370
574;39;Zydrine;19
574;40;Megacyte;33
575;34;Tritanium;61476
575;35;Pyerite;16055
575;36;Mexallon;6477
575;37;Isogen;1756
575;38;Nocxium;211
575;39;Zydrine;5
575;40;Megacyte;12
577;34;Tritanium;218
577;35;Pyerite;133
577;36;Mexallon;512
577;39;Zydrine;1
577;40;Megacyte;1
578;34;Tritanium;7264
578;35;Pyerite;6739
578;36;Mexallon;197
578;37;Isogen;2
580;34;Tritanium;484
580;35;Pyerite;47
580;36;Mexallon;268
580;37;Isogen;8
580;38;Nocxium;4
580;39;Zydrine;2
580;40;Megacyte;3
581;34;Tritanium;12500
582;34;Tritanium;2706
582;35;Pyerite;725
582;36;Mexallon;40
582;37;Isogen;46
582;38;Nocxium;2
582;39;Zydrine;2
583;34;Tritanium;1999
583;35;Pyerite;1422
583;36;Mexallon;146
583;37;Isogen;68
584;34;Tritanium;11972
584;35;Pyerite;10371
584;36;Mexallon;1499
584;38;Nocxium;2
584;39;Zydrine;2
585;34;Tritanium;1854
585;35;Pyerite;918
585;36;Mexallon;218
585;37;Isogen;10
585;40;Megacyte;1
586;34;Tritanium;8234
586;35;Pyerite;2448
586;36;Mexallon;1372
586;37;Isogen;99
586;38;Nocxium;31
587;34;Tritanium;20500
587;35;Pyerite;5600
587;36;Mexallon;2000
587;37;Isogen;320
587;38;Nocxium;120
587;39;Zydrine;15
587;40;Megacyte;1
589;34;Tritanium;2752
589;35;Pyerite;2510
589;36;Mexallon;130
589;37;Isogen;2
590;34;Tritanium;15000
590;35;Pyerite;11000
590;36;Mexallon;2500
590;37;Isogen;10
590;38;Nocxium;5
590;39;Zydrine;1
590;40;Megacyte;1
591;34;Tritanium;2229
591;35;Pyerite;218
591;36;Mexallon;556
591;37;Isogen;2
592;34;Tritanium;2730
592;35;Pyerite;214
592;36;Mexallon;303
592;37;Isogen;4
592;38;Nocxium;2
592;39;Zydrine;2
593;34;Tritanium;21000
593;35;Pyerite;5700
593;36;Mexallon;2700
593;37;Isogen;300
593;38;Nocxium;70
593;39;Zydrine;10
593;40;Megacyte;1
594;34;Tritanium;12000
594;35;Pyerite;10000
594;36;Mexallon;3600
594;37;Isogen;30
594;38;Nocxium;15
594;39;Zydrine;5
597;34;Tritanium;20500
597;35;Pyerite;5500
597;36;Mexallon;2600
597;37;Isogen;360
597;38;Nocxium;80
597;39;Zydrine;15
598;34;Tritanium;15438
598;35;Pyerite;13477
598;36;Mexallon;2435
598;37;Isogen;14
598;39;Zydrine;2
599;34;Tritanium;2662
599;35;Pyerite;283
599;36;Mexallon;462
599;37;Isogen;1
602;34;Tritanium;14852
602;36;Mexallon;2579
602;37;Isogen;861
602;38;Nocxium;1
602;39;Zydrine;1
603;34;Tritanium;19000
603;35;Pyerite;8000
603;36;Mexallon;2800
603;37;Isogen;530
603;38;Nocxium;2
603;39;Zydrine;2
603;40;Megacyte;2
605;34;Tritanium;7485
605;35;Pyerite;4153
605;36;Mexallon;941
605;37;Isogen;124
605;38;Nocxium;6
607;34;Tritanium;6629
607;35;Pyerite;5422
607;36;Mexallon;1295
607;37;Isogen;1
607;39;Zydrine;1
608;34;Tritanium;1837
608;35;Pyerite;609
608;36;Mexallon;551
608;37;Isogen;8
608;39;Zydrine;1
609;34;Tritanium;13748
609;35;Pyerite;11099
609;36;Mexallon;1831
609;37;Isogen;8
609;39;Zydrine;2
620;34;Tritanium;204436
620;35;Pyerite;51606
620;36;Mexallon;12837
620;37;Isogen;3200
620;38;Nocxium;840
620;39;Zydrine;192
620;40;Megacyte;50
621;34;Tritanium;307488
621;35;Pyerite;77204
621;36;Mexallon;25309
621;37;Isogen;5284
621;38;Nocxium;1276
621;39;Zydrine;276
621;40;Megacyte;76
622;34;Tritanium;307484
622;35;Pyerite;77203
622;36;Mexallon;25832
622;37;Isogen;5350
622;38;Nocxium;1280
622;39;Zydrine;269
622;40;Megacyte;61
623;34;Tritanium;550000
623;35;Pyerite;138810
623;36;Mexallon;35916
623;37;Isogen;8718
623;38;Nocxium;2148
623;39;Zydrine;541
623;40;Megacyte;160
624;34;Tritanium;570000
624;35;Pyerite;130000
624;36;Mexallon;38000
624;37;Isogen;9000
624;38;Nocxium;2300
624;39;Zydrine;550
624;40;Megacyte;145
625;34;Tritanium;204846
625;35;Pyerite;51606
625;36;Mexallon;14903
625;37;Isogen;3371
625;38;Nocxium;846
625;39;Zydrine;191
625;40;Megacyte;43
626;34;Tritanium;307734
626;35;Pyerite;77202
626;36;Mexallon;26179
626;37;Isogen;5349
626;38;Nocxium;1276
626;39;Zydrine;261
626;40;Megacyte;53
627;34;Tritanium;520000
627;35;Pyerite;130000
627;36;Mexallon;34124
627;37;Isogen;8270
627;38;Nocxium;2035
627;39;Zydrine;510
627;40;Megacyte;130
628;34;Tritanium;245790
628;35;Pyerite;61844
628;36;Mexallon;18236
628;37;Isogen;4184
628;38;Nocxium;1001
628;39;Zydrine;229
628;40;Megacyte;55
629;34;Tritanium;450484
629;35;Pyerite;112774
629;36;Mexallon;29243
629;37;Isogen;7053
629;38;Nocxium;1747
629;39;Zydrine;454
629;40;Megacyte;172
630;34;Tritanium;245798
630;35;Pyerite;61843
630;36;Mexallon;18748
630;37;Isogen;4255
630;38;Nocxium;1017
630;39;Zydrine;223
630;40;Megacyte;53
631;34;Tritanium;204838
631;35;Pyerite;51606
631;36;Mexallon;14134
631;37;Isogen;3305
631;38;Nocxium;844
631;39;Zydrine;189
631;40;Megacyte;44
632;34;Tritanium;245798
632;35;Pyerite;61845
632;36;Mexallon;18234
632;37;Isogen;4113
632;38;Nocxium;1002
632;39;Zydrine;229
632;40;Megacyte;53
633;34;Tritanium;245798
633;35;Pyerite;61846
633;36;Mexallon;17979
633;37;Isogen;4043
633;38;Nocxium;1004
633;39;Zydrine;230
633;40;Megacyte;48
634;34;Tritanium;204846
634;35;Pyerite;51605
634;36;Mexallon;15158
634;37;Isogen;3389
634;38;Nocxium;845
634;39;Zydrine;193
634;40;Megacyte;48
638;34;Tritanium;7577632
638;35;Pyerite;1894802
638;36;Mexallon;474675
638;37;Isogen;118519
638;38;Nocxium;29595
638;39;Zydrine;7060
638;40;Megacyte;2254
639;34;Tritanium;7372852
639;35;Pyerite;1843893
639;36;Mexallon;462643
639;37;Isogen;115378
639;38;Nocxium;28778
639;39;Zydrine;6794
639;40;Megacyte;1957
640;34;Tritanium;5324832
640;35;Pyerite;1131610
640;36;Mexallon;303530
640;37;Isogen;83100
640;38;Nocxium;18013
640;39;Zydrine;4022
640;40;Megacyte;1677
641;34;Tritanium;7372840
641;35;Pyerite;1843894
641;36;Mexallon;462130
641;37;Isogen;115316
641;38;Nocxium;28787
641;39;Zydrine;6830
641;40;Megacyte;2103
642;34;Tritanium;7577636
642;35;Pyerite;1894803
642;36;Mexallon;474674
642;37;Isogen;118524
642;38;Nocxium;29622
642;39;Zydrine;7168
642;40;Megacyte;2683
643;34;Tritanium;4300840
643;35;Pyerite;1075896
643;36;Mexallon;271172
643;37;Isogen;67405
643;38;Nocxium;16816
643;39;Zydrine;3952
643;40;Megacyte;1835
644;39;Zydrine;4678
644;40;Megacyte;1722
644;34;Tritanium;5120040
644;35;Pyerite;1280694
644;36;Mexallon;322370
644;37;Isogen;80265
644;38;Nocxium;19995
645;34;Tritanium;4300840
645;35;Pyerite;1075894
645;36;Mexallon;270905
645;37;Isogen;67399
645;38;Nocxium;16790
645;39;Zydrine;3844
645;40;Megacyte;1407
648;34;Tritanium;24611
648;35;Pyerite;6541
648;36;Mexallon;2505
648;37;Isogen;381
648;38;Nocxium;131
648;39;Zydrine;25
649;34;Tritanium;53362
649;35;Pyerite;13792
649;36;Mexallon;5212
649;37;Isogen;842
649;38;Nocxium;246
649;39;Zydrine;37
649;40;Megacyte;6
650;34;Tritanium;20524
650;35;Pyerite;5527
650;36;Mexallon;1835
650;37;Isogen;317
650;38;Nocxium;117
650;39;Zydrine;16
650;40;Megacyte;4
651;34;Tritanium;32894
651;35;Pyerite;8671
651;36;Mexallon;3665
651;37;Isogen;507
651;38;Nocxium;164
651;39;Zydrine;13
651;40;Megacyte;3
652;34;Tritanium;65650
652;35;Pyerite;16867
652;36;Mexallon;6505
652;37;Isogen;1102
652;38;Nocxium;301
652;39;Zydrine;50
652;40;Megacyte;8
653;34;Tritanium;20522
653;35;Pyerite;5518
653;36;Mexallon;2192
653;37;Isogen;318
653;38;Nocxium;119
653;39;Zydrine;32
654;34;Tritanium;24638
654;35;Pyerite;6609
654;36;Mexallon;2323
654;37;Isogen;381
654;38;Nocxium;133
654;39;Zydrine;16
654;40;Megacyte;2
655;34;Tritanium;28735
655;35;Pyerite;7634
655;36;Mexallon;3098
655;37;Isogen;445
655;38;Nocxium;149
655;39;Zydrine;18
655;40;Megacyte;5
656;34;Tritanium;41072
656;35;Pyerite;10720
656;36;Mexallon;4439
656;37;Isogen;638
656;38;Nocxium;199
656;39;Zydrine;24
656;40;Megacyte;7
657;34;Tritanium;67000
657;35;Pyerite;12400
657;36;Mexallon;7788
657;37;Isogen;1050
657;38;Nocxium;300
657;39;Zydrine;45
657;40;Megacyte;10
671;21009;Capital Propulsion Engine;400
671;21011;Capital Turret Hardpoint;400
671;21013;Capital Sensor Cluster;400
671;21017;Capital Armor Plates;400
671;21019;Capital Capacitor Battery;500
671;21021;Capital Power Generator;200
671;24556;Capital Doomsday Weapon Mount;500
671;24558;Capital Ship Maintenance Bay;500
671;24560;Capital Corporate Hangar Bay;500
671;21023;Capital Shield Emitter;300
671;21025;Capital Jump Drive;500
671;21035;Capital Computer System;400
671;21037;Capital Construction Parts;500
671;24545;Capital Jump Bridge Array;500
671;24547;Capital Clone Vat Bay;500
672;34;Tritanium;2500
1182;34;Tritanium;536
1182;35;Pyerite;14
1182;36;Mexallon;3
1182;37;Isogen;13
1183;34;Tritanium;84
1183;35;Pyerite;106
1183;40;Megacyte;2
1183;11399;Morphite;1
1185;34;Tritanium;616
1185;35;Pyerite;384
1185;36;Mexallon;138
1185;37;Isogen;2
1185;38;Nocxium;2
1190;34;Tritanium;950
1190;35;Pyerite;150
1190;38;Nocxium;1
1190;40;Megacyte;1
1190;11399;Morphite;3
1195;34;Tritanium;687
1195;35;Pyerite;289
1195;36;Mexallon;371
1195;40;Megacyte;1
1197;34;Tritanium;599
1197;35;Pyerite;452
1197;36;Mexallon;1
1197;37;Isogen;1
1198;34;Tritanium;151
1198;35;Pyerite;68
1198;36;Mexallon;1
1198;37;Isogen;1
1198;11399;Morphite;1
1201;34;Tritanium;5352
1201;35;Pyerite;656
1201;37;Isogen;42
1201;38;Nocxium;24
1201;39;Zydrine;8
1202;34;Tritanium;50
1202;37;Isogen;2
1202;38;Nocxium;8
1202;40;Megacyte;1
1236;40;Megacyte;10
1236;11399;Morphite;1
1244;34;Tritanium;211
1244;35;Pyerite;3072
1246;34;Tritanium;456
1246;35;Pyerite;46
1246;36;Mexallon;66
1246;37;Isogen;6
1248;34;Tritanium;44
1248;35;Pyerite;14
1248;36;Mexallon;9
1248;37;Isogen;2
1248;11399;Morphite;1
1254;34;Tritanium;208
1254;35;Pyerite;276
1254;36;Mexallon;16
1254;37;Isogen;8
1256;34;Tritanium;52
1256;35;Pyerite;80
1256;36;Mexallon;4
1256;37;Isogen;2
1256;11399;Morphite;1
1264;34;Tritanium;599
1264;35;Pyerite;452
1264;36;Mexallon;1
1264;37;Isogen;1
1266;34;Tritanium;81
1266;35;Pyerite;28
1266;36;Mexallon;1
1266;37;Isogen;1
1266;11399;Morphite;1
1274;34;Tritanium;599
1274;35;Pyerite;452
1274;36;Mexallon;1
1274;37;Isogen;1
1276;34;Tritanium;106
1276;35;Pyerite;108
1276;36;Mexallon;1
1276;37;Isogen;1
1276;11399;Morphite;1
1284;34;Tritanium;599
1284;35;Pyerite;452
1284;36;Mexallon;1
1284;37;Isogen;1
1286;34;Tritanium;201
1286;35;Pyerite;108
1286;36;Mexallon;2
1286;37;Isogen;1
1286;11399;Morphite;1
1294;34;Tritanium;599
1294;35;Pyerite;452
1294;36;Mexallon;1
1294;37;Isogen;1
1296;34;Tritanium;81
1296;35;Pyerite;104
1296;36;Mexallon;1
1296;37;Isogen;1
1296;11399;Morphite;1
1304;34;Tritanium;806
1304;35;Pyerite;628
1304;36;Mexallon;26
1306;34;Tritanium;310
1306;35;Pyerite;21
1306;36;Mexallon;46
1306;11399;Morphite;1
1317;37;Isogen;9
